FICE,College name,State,Public/private indicator,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Student/faculty ratio,Instructional expenditure per student,Graduation rate
2994,Minot State University,ND,1,*,*,*,21,*,*,*,*,*,*,681,681,681,3299,602,1711,4260,1912,724,1188,*,600,1893,20.1,4076,*
3005,University of North Dakota,ND,1,535,465,1000,23,460,610,390,520,19,25,2777,2249,1652,8334,1435,2110,5634,2703,1033,1670,318,450,1200,15.9,9424,49
3008,Valley City State University,ND,1,*,*,*,*,*,*,*,*,*,*,368,344,212,863,189,1606,4286,2570,1820,750,245,600,2000,14.9,4958,40
9265,North Dakota State University,ND,1,*,*,1040,23,*,*,*,*,18,25,2968,2297,1610,7368,1128,2310,5834,2744,1020,1724,198,600,2000,17,6310,42
2539,Chadron State College,NE,1,*,*,*,21,*,*,*,*,*,*,1024,1024,547,1830,490,1575,2670,2668,1484,1184,210,500,*,25,4895,80
2540,College of Saint Mary,NE,2,*,*,*,*,*,*,*,*,*,*,305,230,107,503,801,9000,9000,3500,3500,*,380,400,*,8.9,6696,47
2541,Concordia College,NE,2,*,*,*,*,*,*,*,*,*,*,440,434,252,764,38,7896,7896,3270,*,*,610,450,1200,11.1,7589,80
2542,Creighton University,NE,2,*,*,*,25,*,*,*,*,22,27,2967,2836,876,3450,644,10628,10628,4372,2416,1956,336,650,2055,6.5,22906,85
2543,Dana College,NE,2,*,*,*,22,*,*,*,*,18,24,504,482,185,550,84,9130,9130,3322,1950,1372,465,450,1450,12.6,8686,54
2544,Doane College,NE,2,*,*,*,23,*,*,*,*,20,25,793,709,244,1022,411,9570,9570,3000,1020,1980,250,400,1000,15.1,6852,60
2548,Hastings College,NE,2,*,*,*,23,*,*,*,*,20,27,817,708,262,935,37,9376,9376,3272,1338,1934,396,500,1902,13,7335,52
2551,University of Nebraska at Kearney,NE,1,*,*,*,21,*,*,*,*,18,24,2837,2697,1417,5764,1176,1665,2550,2630,1280,1350,243,450,1970,19,4393,55
2553,Midland Lutheran College,NE,2,*,*,*,*,*,*,*,*,18,23,627,585,260,908,109,10300,10300,2970,1210,1760,*,*,*,14.5,6383,56
2554,University of Nebraska at Omaha,NE,1,*,*,*,*,*,*,*,*,*,*,2704,2537,1766,6518,5560,1687,4560,*,*,*,117,600,*,19.7,*,19
2555,Nebraska Wesleyan University,NE,2,*,*,*,23,*,*,*,*,*,*,969,762,382,1442,263,9540,9540,3320,*,*,309,500,1800,13.5,7561,*
2559,Peru State College,NE,1,*,*,*,20,*,*,*,*,*,*,701,501,458,959,457,1432,2580,2624,1354,1270,254,500,900,20.1,4870,44
2563,Union College,NE,2,*,*,*,*,*,*,*,*,18,24,355,304,168,447,111,8760,8760,2690,1540,1150,*,550,1800,8.5,9416,48
2565,University of Nebraska at Lincoln,NE,1,513,447,960,22,*,*,*,*,*,*,6277,6003,3526,16454,3171,2055,5595,3145,1375,1770,360,500,2070,15.1,6813,53
2566,Wayne State College,NE,1,*,*,*,20,*,*,*,*,18,23,1373,1373,724,2754,474,1500,2700,2660,1230,1430,264,540,1660,20.3,4550,52
9743,Bellevue University,NE,2,*,*,*,18,*,*,*,*,*,*,132,132,112,1032,943,3150,3150,*,*,*,130,500,2700,17.6,6705,*
2572,Colby-Sawyer College,NH,2,443,440,883,20,390,500,385,485,18,20,910,776,208,618,40,14090,14090,5395,2980,2415,*,400,1000,12.9,10802,72
2573,Dartmouth College,NH,2,692,627,1319,*,660,740,580,680,*,*,8587,2273,1087,3918,32,19545,19545,6070,3255,2815,105,550,1100,4.7,29619,98
2575,Franklin Pierce College,NH,2,424,403,827,*,360,480,350,450,*,*,5187,4471,446,1818,1197,13320,13320,4630,2500,2130,310,500,800,17.6,6418,51
2579,New England College,NH,2,*,*,*,*,*,*,*,*,*,*,951,879,199,744,196,13325,13325,5335,2770,2565,*,*,*,9.5,10164,59
2580,New Hampshire College,NH,2,433,383,816,*,385,495,340,426,*,*,1498,1275,292,1557,2973,10608,10608,4740,2760,1980,408,400,900,38.4,5523,76
2584,Notre Dame College,NH,2,439,430,815,*,340,490,330,470,*,*,379,324,107,500,311,9990,9990,4900,2650,2250,280,400,600,12.1,4948,33
2586,Rivier College,NH,2,*,*,*,*,360,500,370,480,*,*,484,386,141,590,1196,9870,9870,4860,4860,*,220,600,1100,12.2,6744,81
2587,Saint Anselm College,NH,2,512,481,993,*,440,560,430,530,*,*,2095,1553,514,1873,94,12950,12950,5400,5400,*,300,450,1120,14.5,6719,97
2589,University of New Hampshire,NH,1,536,476,1012,*,480,600,430,530,*,*,9750,7640,2529,10358,1338,3550,11180,3862,1648,2214,830,650,2450,17.5,7855,75
2590,Keene State College,NH,1,463,424,887,*,*,*,*,*,*,*,3121,2446,822,3480,776,2590,7870,4157,2727,1438,756,500,1150,16.1,6195,61
2591,Plymouth State College,NH,1,455,411,866,*,*,*,*,*,*,*,3321,2375,748,3483,374,2590,7870,4024,2689,1344,792,550,1100,18.8,5708,*
4731,Daniel Webster College,NH,2,490,438,928,*,430,540,370,500,*,*,585,508,153,460,536,12292,12292,4934,2370,2564,120,500,500,22.2,8643,72
30431,Thomas More Coll. of Liberal Arts,NH,2,526,540,1066,25,*,*,*,*,*,*,35,35,22,59,*,7200,7200,5200,*,*,*,600,1300,11.8,8100,60
2597,Bloomfield College,NJ,2,*,*,*,*,*,*,*,*,*,*,1694,1408,268,1312,685,8300,8300,4350,*,*,150,500,2370,14.4,7003,38
2598,Caldwell College,NJ,2,478,441,919,*,440,540,400,490,*,*,1011,604,213,693,868,8900,8900,4600,*,*,105,425,1000,13.9,7922,55
2599,Centenary College,NJ,2,500,470,970,19,400,450,400,450,18,22,369,312,90,396,526,11400,11400,5400,5400,*,340,500,760,9.5,9583,24
2600,College of Saint Elizabeth,NJ,2,486,464,950,*,400,550,400,520,*,*,444,359,122,493,968,10900,10900,5250,*,*,500,380,1000,11.4,9447,78
2603,Drew University,NJ,2,603,564,1188,*,550,680,510,630,*,*,2153,1580,321,1192,87,18432,18432,5616,3224,2342,510,520,660,10.2,14907,83
2608,Georgian Court College,NJ,2,474,441,915,*,420,520,400,475,*,*,348,281,127,1095,785,9150,9150,3950,1750,2200,130,500,800,12.2,7348,76
2609,Rowan College of New Jersey,NJ,1,520,468,988,*,430,570,400,500,19,25,3820,1431,695,5303,3942,2342,4356,4830,*,*,753,800,800,22.1,7252,51
2610,Felician College,NJ,2,440,410,850,*,380,460,380,470,*,*,420,280,155,505,640,8100,8100,*,*,*,220,500,*,11.2,8008,*
2613,Jersey City State College,NJ,1,440,400,840,*,*,*,*,*,*,*,2957,1423,691,3817,1394,2798,3946,4800,2000,2800,646,400,1500,14.9,8367,26
2616,Monmouth College,NJ,2,494,440,934,*,430,560,400,470,*,*,2707,1881,478,1893,847,12480,12480,5290,2700,2590,490,530,1740,14.2,9492,54
2617,Montclair State University,NJ,1,487,431,918,*,418,566,371,496,*,*,5220,2128,865,6411,3186,2400,3648,4834,3160,1674,600,700,950,21.5,6717,58
2621,New Jersey Institute of Technology,NJ,1,600,466,1066,*,550,650,410,530,*,*,1879,1216,483,3311,1646,4188,8832,5376,3764,1612,792,700,1850,13.5,12529,72
2622,Kean College of New Jersey,NJ,1,463,417,880,*,*,*,*,*,*,*,3344,2322,1105,6804,3933,1965,2875,3840,2640,1200,590,600,*,17.2,6001,40
2625,William Paterson College of New Jersey,NJ,1,485,428,913,*,410,520,370,460,*,*,5485,2662,1108,5938,2298,2385,3135,4170,2600,1570,25,300,*,23.5,6391,38
2627,Princeton University,NJ,2,708,647,1355,*,645,737,583,678,*,*,13218,2042,1153,4540,146,19900,19900,5910,2696,3214,400,675,1575,8.4,28320,99
2628,Rider University,NJ,2,501,439,940,*,420,520,370,470,*,*,3586,2424,730,2748,1309,13250,13250,5420,*,*,215,700,3100,12.3,11299,70
2631,Rutgers State University at Newark,NJ,1,529,459,988,*,480,580,400,510,*,*,5785,2690,499,4005,1886,3640,7410,4748,2780,1968,978,690,2009,17.4,11878,58
2632,Seton Hall University,NJ,2,496,443,938,*,430,560,390,490,*,*,4576,3565,1000,4384,1530,12000,12000,6484,4358,2126,550,650,1000,14.4,10080,64
2638,Saint Peter's College,NJ,2,428,379,807,*,340,490,310,430,*,*,1606,1413,530,1921,1154,9408,9408,5520,2820,2700,295,500,450,12.1,7669,53
2639,Stevens Institute of Technology,NJ,2,652,521,1173,*,600,710,450,600,*,*,1768,1249,380,1263,11,16900,16900,5680,5680,*,635,450,750,19,12837,79
2642,Trenton State College,NJ,1,592,519,1111,*,540,650,470,570,*,*,5042,2312,944,5167,902,3116,5391,5411,*,*,896,700,1000,14.4,8504,81
2644,Upsala College,NJ,2,410,400,810,*,*,*,*,*,*,*,1540,1363,446,950,214,12500,12500,5260,*,*,200,700,500,14,*,43
4741,Rutgers State University at Camden,NJ,1,545,489,1034,*,510,590,450,530,*,*,3366,1752,232,2585,1300,3641,7411,4748,2780,1968,849,690,2009,18.6,10134,57
6964,Rutgers at New Brunswick,NJ,1,594,513,1107,*,530,660,460,570,*,*,48094,26330,4520,21401,3712,3640,7410,4748,2780,1986,1003,690,2009,19.5,10474,77
8770,Fairleigh Dickinson University,NJ,2,495,430,925,*,430,550,380,480,*,*,3148,1616,504,3553,3152,11010,11010,5400,2994,2406,611,623,*,16.7,9637,60
9344,Ramapo College of New Jersey,NJ,1,510,460,970,*,450,560,410,500,*,*,2088,957,362,2745,1938,3227,4449,4860,3400,1460,*,600,1655,17.8,7333,47
9345,Stockton College of New Jersey,NJ,1,552,489,1041,*,550,600,490,550,*,*,4019,1579,710,4365,765,2288,3040,4351,2775,1576,704,711,1125,19.5,5599,64
2093,Saint John's College,NM,2,*,*,*,*,520,650,550,675,27,30,285,246,126,411,*,17430,17430,5720,2790,2930,200,275,950,9.8,14342,61
2649,College of Santa Fe,NM,2,480,484,964,21,410,530,370,530,19,23,546,447,189,873,683,11138,11138,4138,1978,2160,330,600,1200,14,8820,80
2650,College of the Southwest,NM,2,460,390,850,19,*,*,*,*,*,*,77,61,27,352,147,3120,3120,3382,1358,2024,125,400,500,14.3,3190,20
2651,Eastern New Mexico University,NM,1,*,*,*,*,*,*,*,*,16,25,1256,1220,590,2762,587,1518,5586,2600,*,*,*,500,1200,19.6,5658,34
2653,New Mexico Highlands University,NM,1,*,*,*,17,*,*,*,*,*,*,777,649,406,1630,384,1392,5148,2380,1430,950,20,400,*,17.4,7664,28
2654,New Mexico Institute of Mining and Tech.,NM,1,*,*,*,26,*,*,*,*,*,*,787,601,233,1017,411,1302,5376,3214,3214,*,556,600,1100,13.7,9241,34
2657,New Mexico State University,NM,1,*,*,*,22,*,*,*,*,19,25,4119,3200,1663,9673,3481,1980,6432,3148,1588,1580,*,550,1066,19.6,6106,40
2664,Western New Mexico University,NM,1,*,*,*,17,*,*,*,*,12,21,1054,1054,470,1495,521,1394,4652,2260,1340,920,*,500,*,15.5,*,47
10313,Univ. of New Mexico-Main Campus,NM,1,*,*,*,22,430,580,390,530,19,24,3871,3349,1891,12257,5264,1884,7115,3516,*,*,420,584,500,14.3,8209,34
2568,University of Nevada at Reno,NV,1,488,432,920,22,420,500,370,480,23,25,2868,2409,1524,5916,2939,1740,6490,4560,2635,1925,20,600,2900,15.4,10407,54
2569,University of Nevada-Las Vegas,NV,1,486,417,903,21,*,*,*,*,17,23,*,2786,1595,7969,8008,1740,6490,4952,1702,3250,40,700,1700,14.8,8139,37
9192,Sierra Nevada College,NV,2,400,400,800,21,*,*,*,*,*,*,200,160,100,300,50,7500,7500,4500,2500,2000,*,500,*,7.5,*,29
2666,Adelphi University,NY,2,500,457,957,*,*,*,*,*,*,*,2186,1924,512,2683,1227,12280,12280,6450,*,*,*,750,1500,12.2,10527,56
2667,Dowling College,NY,2,440,400,840,18,370,520,340,440,16,20,1011,829,410,1059,2458,9000,9000,3100,*,3100,630,450,1413,12.4,11178,42
2668,Alfred University,NY,2,*,*,*,*,540,660,480,580,23,28,1732,1425,472,1830,110,16548,16548,5406,2808,2598,424,500,600,11.3,10932,73
2671,Bard College,NY,2,*,*,*,*,550,690,550,670,*,*,1910,838,285,1004,15,19264,19264,6206,*,*,496,750,750,10.4,13894,79
2681,Canisius College,NY,2,*,*,*,*,500,570,390,450,19,24,2853,2193,753,2978,434,10750,10750,5340,2750,2590,326,400,1130,14.6,7972,64
2685,Cazenovia College,NY,2,392,375,781,19,*,*,*,*,*,*,3847,3433,527,1010,12,9384,9384,4840,2420,2420,395,600,500,14.3,7697,118
2687,CUNY-Brooklyn College,NY,1,490,426,916,*,420,560,350,490,*,*,3589,2992,1367,7767,3827,2450,5050,*,*,*,155,500,700,15.6,7581,43
2688,CUNY - City College,NY,1,488,405,893,*,400,570,310,480,*,*,3788,2747,1269,8071,3629,2450,5050,*,*,*,93,500,*,12.8,9002,34
2689,CUNY-Hunter College,NY,1,446,399,845,*,370,510,330,460,*,*,6189,3212,1418,8140,5947,2450,5050,*,1600,*,107,500,500,14.1,7216,39
2690,CUNY - Queens College,NY,1,486,421,907,*,420,550,360,480,*,*,4681,3627,1749,8837,5624,2650,5250,*,*,*,200,500,2100,12.5,7488,46
2699,Clarkson University,NY,2,612,518,1130,*,570,660,450,580,*,*,2174,1953,557,2332,53,15960,15960,5580,2622,2958,323,700,1300,15.8,11659,77
2701,Colgate University,NY,2,623,563,1186,27,580,680,520,620,25,35,4856,2492,727,2649,25,19510,19510,5565,2690,2875,145,500,750,10.5,15494,93
2703,College of Mount St. Vincent,NY,2,474,454,928,23,420,530,370,460,*,*,946,648,177,707,432,11790,11790,5770,*,*,60,500,1000,11.9,10015,83
2704,College of New Rochelle,NY,2,415,415,830,*,*,*,*,*,*,*,551,437,143,2515,639,10200,10200,4628,*,*,*,*,*,37.5,*,*
2705,College of Saint Rose,NY,2,*,*,*,*,434,568,436,594,18,24,983,664,249,1698,894,9990,9990,5666,*,*,150,800,1500,14.3,6084,64
2707,Columbia University,NY,2,680,620,1300,*,630,720,590,680,*,*,6756,1930,871,3376,55,18624,18624,6664,3740,2924,486,550,300,5.9,30639,99
2708,Barnard College,NY,2,620,600,1220,*,570,660,540,640,*,*,2496,1402,531,2121,69,17926,17926,8124,4786,3338,720,600,850,10.3,12580,91
2709,Concordia College,NY,2,467,435,902,*,*,*,*,*,*,*,303,198,101,443,153,9370,9370,4330,1870,2460,*,*,*,9.5,10497,53
2710,Cooper Union,NY,2,740,600,1340,*,690,760,540,660,*,*,2339,307,197,959,26,*,*,8700,4700,4000,300,860,1450,8.1,18798,95
2711,Cornell University,NY,2,*,*,*,*,640,740,540,640,*,*,19227,7171,3286,13072,*,19000,19000,6238,3658,2580,66,510,1060,6.9,22480,93
2712,D'Youville College,NY,2,497,435,932,22,450,510,420,580,21,25,866,619,157,1074,336,8920,8920,4310,*,*,180,680,1320,14.6,6898,46
2713,Dominican College of Blauvelt,NY,2,*,*,*,*,*,*,*,*,*,*,360,329,108,756,863,8310,8310,5500,5500,*,395,600,1800,12.7,5480,54
2718,Elmira College,NY,2,496,463,959,23,430,550,410,520,20,26,1457,1045,345,1109,502,14990,14990,4980,2860,2180,300,450,550,21.5,7502,64
2722,Fordham University,NY,2,535,506,1041,*,490,610,460,580,*,*,4200,2874,942,4740,1646,14235,14235,6965,6965,*,170,600,1735,14.4,10864,80
2728,Hamilton College,NY,2,591,531,1122,*,550,645,490,590,*,*,3140,1783,454,1646,24,19700,19700,5050,2550,2500,*,300,800,9.6,17761,91
2729,Hartwick College,NY,2,524,478,1002,23,470,570,420,520,21,26,2083,1725,430,1464,67,17480,17480,4780,2250,2530,300,500,700,12.3,11625,73
2731,Hobart and William Smith Colleges,NY,2,*,*,*,*,550,600,490,540,24,27,2688,2081,500,1792,5,19029,19029,5841,2877,2964,431,600,600,12.1,13040,79
2732,Hofstra University,NY,2,540,470,1010,24,480,590,430,560,23,27,7428,5860,1349,6534,1350,11600,11600,5920,3620,2300,650,1000,1000,13.9,10093,60
2734,Houghton College,NY,2,535,508,1043,24,470,600,440,560,22,27,949,786,302,1210,26,9990,9990,3550,1850,1700,310,500,1500,15,8187,67
2735,Hilbert College,NY,2,350,350,700,18,*,*,*,*,*,*,238,235,108,888,390,7500,7500,*,1730,2580,400,600,1160,14.3,4981,*
2737,Iona College,NY,2,457,410,867,19,390,510,350,460,16,22,4892,3530,913,3906,1446,10690,10690,6790,*,*,270,570,1150,16,8107,66
2739,Ithaca College,NY,2,*,*,*,*,500,600,450,540,*,*,7259,5526,1368,5612,166,14424,14424,6192,3062,3130,*,634,1000,11.5,9812,75
2744,Keuka College,NY,2,495,451,946,22,440,540,390,490,*,*,461,381,174,738,55,9600,9600,4550,4550,*,265,600,750,13.3,7863,51
2745,King's College,NY,2,442,465,907,25,*,*,*,*,*,*,356,233,53,246,18,8190,8190,3920,1992,1928,250,500,1000,7,11082,*
2748,Le Moyne College,NY,2,*,*,*,*,480,590,420,510,23,27,1470,1199,425,1820,558,11040,11040,4840,1950,2890,320,400,900,13.3,8118,94
2758,Manhattan College,NY,2,539,467,1006,*,510,590,430,540,*,*,2432,1730,563,2578,254,12370,12370,6800,6800,*,972,500,1800,13.6,10062,79
2760,Manhattanville College,NY,2,524,500,1024,*,490,590,470,585,*,*,962,750,212,830,150,14700,14700,6550,3600,2950,410,450,400,11.3,11291,70
2765,Marist College,NY,2,515,475,990,25,480,545,435,510,21,27,4731,3171,830,3557,658,10700,10700,5925,2400,3525,290,550,1200,17.6,8408,69
2768,Marymount College Tarrytown,NY,2,456,460,916,*,400,500,410,530,*,*,478,327,117,731,370,11510,11510,6450,*,*,390,575,1075,10.3,10502,77
2769,Marymount Manhattan College,NY,2,500,460,960,24,360,530,360,530,21,26,695,535,239,988,785,10200,10200,7000,7000,*,125,350,1100,11.7,10622,68
2772,Mercy College,NY,2,*,*,*,*,*,*,*,*,*,*,1518,1378,788,4266,1811,7200,7200,*,*,*,*,500,800,13.8,5585,*
2775,Molloy College,NY,2,468,435,903,*,350,540,340,490,*,*,481,401,185,1402,579,8800,8800,*,*,*,345,800,6900,9.7,3822,80
2777,Medaille College,NY,2,*,*,*,*,*,*,*,*,*,*,384,223,143,1146,236,8920,8920,4400,2500,1900,80,800,2050,16.2,7891,*
2778,Mount Saint Mary College,NY,2,450,450,900,19,390,530,370,460,*,*,1170,695,238,1170,429,7470,7470,4600,4600,*,260,250,1400,15.3,6898,88
2779,Nazareth College of Rochester,NY,2,540,494,1034,24,488,588,454,554,23,27,947,798,266,1274,471,10850,10850,5150,5150,*,200,550,800,13.6,8797,61
2785,New York University,NY,2,604,542,1146,*,550,650,490,600,*,*,13594,7244,2505,12408,2814,17748,17748,7262,*,*,991,450,1000,7.8,21227,71
2788,Niagara University,NY,2,*,*,*,*,430,525,400,500,19,24,2220,1796,467,1919,334,10320,10320,4762,*,*,420,450,650,14.2,7788,65
2790,Nyack College,NY,2,472,433,905,21,*,*,*,*,*,*,460,283,160,508,34,7950,7950,3810,1680,2130,450,600,1200,11.6,9685,55
2791,Pace University,NY,2,517,441,958,*,450,600,375,475,*,*,8256,3750,1522,5809,4379,11100,11000,5160,1340,3420,350,660,1115,13.8,10059,62
2796,Polytechnic University,NY,2,630,480,1110,*,560,670,410,560,*,*,1132,847,302,1379,214,16200,16200,4200,*,*,280,436,2486,10.4,14329,62
2798,Pratt Institute,NY,2,520,430,950,*,*,*,*,*,*,*,1181,903,292,1622,166,13975,13975,6740,4360,2380,380,1500,630,10.8,13737,58
2803,Rensselaer Polytechnic Institute,NY,2,*,*,*,28,610,710,470,590,26,30,4996,4165,936,4291,16,17475,17475,5976,*,*,550,1230,1100,15.4,15605,70
2805,Roberts Wesleyan College,NY,2,473,442,967,21,*,*,*,*,*,*,459,422,212,932,107,10220,10220,3546,1194,2352,214,520,1400,13.4,7592,46
2806,Rochester Institute of Technology,NY,2,580,495,1075,26,520,640,440,550,22,28,4704,3798,1381,7176,2578,13968,13968,5670,2604,3066,261,500,875,10.8,13508,68
2808,Daemen College,NY,2,470,420,890,*,*,*,*,*,*,*,939,894,269,1378,522,7950,7950,4150,*,4150,320,600,*,23.8,*,*
2810,Sage Colleges,NY,2,503,481,984,22,*,*,*,*,*,*,419,170,373,1022,169,*,*,*,*,*,*,*,*,8.2,7194,64
2813,Sarah Lawrence College,NY,2,560,590,1150,*,550,640,580,660,*,*,1380,768,263,1000,105,19300,19300,6694,4816,1878,264,600,700,6.1,14779,83
2814,Skidmore College,NY,2,570,520,1090,25,515,620,470,570,*,*,4293,2728,591,2322,263,18710,18710,5970,3170,2515,215,500,700,12.7,14837,81
2816,Siena College,NY,2,560,491,1051,24,540,640,440,540,25,28,2961,1932,628,2669,616,10800,10800,5100,2120,2980,310,575,1090,14.1,8189,100
2817,St. Bonaventure University,NY,2,535,478,1013,25,480,580,420,520,22,27,1489,1313,375,1688,131,10456,10456,4927,2312,2615,395,500,1050,17.7,9828,78
2820,St. Francis College,NY,2,*,*,*,*,*,*,*,*,*,*,1013,916,401,1562,695,6550,6550,*,*,*,150,450,*,19.3,5194,45
2821,St. John Fisher College,NY,2,525,465,990,22,458,587,420,520,22,27,1368,1064,354,1687,677,10570,10570,5600,3550,2050,190,400,800,14.5,7908,66
2823,St. John's University,NY,2,506,426,932,*,*,*,*,*,*,*,7775,2836,2412,11785,1752,9400,9400,*,*,*,500,500,1350,29.3,7435,65
2825,St. Joseph's College,NY,2,483,442,917,19,410,520,400,495,*,*,707,512,222,1671,1512,7350,7350,*,*,*,322,600,1500,13.6,5961,74
2829,St. Lawrence University,NY,2,573,510,1083,*,520,620,470,550,*,*,2753,1820,505,1801,45,18720,18720,5730,2960,2770,420,650,825,11.5,14980,85
2832,St. Thomas Aquinas College,NY,2,425,400,825,*,*,*,*,*,*,*,861,609,215,1117,815,8650,8650,5700,*,*,150,500,1750,16.1,6534,67
2835,SUNY at Albany,NY,1,580,506,1086,*,520,620,450,550,*,*,13528,9198,1843,10168,1231,2650,6550,4355,2950,1405,295,700,1560,17.4,9075,74
2836,SUNY at Binghamton,NY,1,615,533,1148,26,570,670,480,580,*,*,14463,6166,1757,8544,671,2650,6550,4598,2690,1908,360,700,1000,18,8055,80
2838,SUNY at Stony Brook,NY,1,542,464,1006,*,480,595,410,510,*,*,12512,6969,1724,9744,1351,2650,6550,4712,4712,*,295,600,1200,10.5,13705,57
2841,SUNY College  at Brockport,NY,1,506,446,952,22,450,550,400,490,20,23,7294,3564,904,5758,1363,2650,6550,4460,2760,1700,315,500,705,19,6632,49
2842,SUNY College at Buffalo,NY,1,455,409,864,*,410,530,380,470,*,*,5318,3515,1025,7626,2091,2650,6550,4040,2680,1360,240,550,1230,18.7,7511,42
2843,SUNY College at Cortland,NY,1,524,460,984,23,493,559,440,493,22,25,7888,3519,1036,5011,346,2650,6550,4680,2680,2000,316,630,1274,17.8,5563,53
2844,SUNY College at Fredonia,NY,1,525,472,997,23,480,570,430,510,21,24,4877,2798,814,4123,298,2650,6550,4420,2500,1920,359,620,1481,16.3,6442,66
2845,SUNY College at Geneseo,NY,1,608,541,1149,26,560,650,490,580,25,29,8598,4562,1143,5060,146,2650,6550,4170,2620,1550,433,600,650,19.1,5716,76
2846,SUNY College at New Paltz,NY,1,537,479,1016,24,476,590,423,560,*,*,8399,3609,656,4658,1478,2650,6550,4240,1790,2450,271,550,1500,15.3,6608,53
2847,SUNY College at Oneonta,NY,1,509,463,972,22,450,540,400,480,20,23,7500,4350,872,4627,483,2650,6550,4952,2300,2652,250,500,1350,17.1,6111,60
2848,SUNY College  at Oswego,NY,1,550,480,1030,24,480,570,450,550,23,26,8000,4556,1464,6943,869,2650,6550,4810,2830,1980,311,500,1500,22,5280,63
2849,SUNY College at Plattsburgh,NY,1,520,460,980,22,470,580,410,500,20,24,5549,3583,853,5004,475,2650,6550,4176,2520,1656,309,600,1380,17.9,6174,65
2850,SUNY College at Potsdam,NY,1,540,500,1040,23,460,560,410,500,20,24,3150,2289,650,3598,234,2650,6840,4660,2750,1910,240,500,1000,15.1,6436,59
2882,Syracuse University,NY,2,*,*,*,*,520,640,450,560,*,*,10477,7260,2442,10142,117,15150,15150,6870,3620,3250,360,635,960,11.3,14231,67
2883,Utica College of Syracuse University,NY,2,496,437,933,28,440,560,380,490,18,25,1278,978,256,1525,798,12680,12680,4924,*,*,90,525,1175,12.3,8344,65
2889,Union College,NY,2,*,*,*,28,*,*,*,*,26,32,3495,1712,528,1915,123,18732,18732,6204,3297,2907,190,450,1024,11.5,15411,88
2892,United States Merchant Marine Academy,NY,1,*,*,*,*,*,*,*,*,*,*,942,356,283,987,*,*,*,*,*,*,4090,*,75,12.8,22083,71
2893,United States Military Academy,NY,1,653,558,1211,28,610,708,509,613,25,29,13703,1610,1212,4229,*,*,*,*,*,*,2380,1100,*,8.8,46477,95
2894,University of Rochester,NY,2,*,*,*,*,550,670,470,590,23,29,8766,5498,1243,5071,438,17840,17840,6582,3978,2604,410,500,882,5.9,26037,80
2895,Vassar College,NY,2,625,603,1228,27,580,680,560,650,25,30,3550,1877,653,2164,77,18920,18920,5950,5950,*,465,600,800,9.7,17089,90
2899,Wagner College,NY,2,510,480,990,*,450,560,430,540,*,*,1416,1015,417,1324,117,13500,13500,5800,5800,*,*,585,1700,13.2,9006,75
2901,Wells College,NY,2,590,490,1080,24,490,580,490,590,*,*,318,240,130,416,19,14900,14900,5550,*,*,*,600,500,8.3,13935,69
2903,Yeshiva University,NY,2,621,553,1174,*,560,675,510,630,*,*,1002,857,606,1948,42,12584,12584,4192,2892,1300,270,520,1390,5.2,22724,63
4759,CUNY-York College,NY,1,395,356,751,*,320,470,280,420,*,*,1432,1432,706,3932,2937,2450,5050,*,*,*,120,600,3364,18.9,5383,26
4766,CUNY- Baruch College,NY,1,*,*,*,*,*,*,*,*,*,*,5377,2872,1300,8247,4328,2450,5050,*,*,*,112,500,500,18.2,5801,47
4779,Long Island University at Brooklyn,NY,2,420,410,830,*,*,*,*,*,*,*,3292,1317,707,3520,673,10258,10258,5570,2950,2620,485,700,1250,21.6,*,61
4804,New York Institute of Technology,NY,2,*,*,*,*,*,*,*,*,*,*,2531,1978,778,4730,2007,9190,9190,5500,2980,2520,850,500,1250,18.6,7148,53
6791,SUNY College at Purchase,NY,1,486,466,952,*,420,560,390,540,*,*,2119,1264,390,2478,1441,2650,6550,4760,2990,1770,367,1125,1362,14.9,8170,46
7022,CUNY-Lehman College,NY,1,407,371,778,*,330,480,300,440,*,*,1897,1384,768,4890,3777,2450,5050,*,*,*,112,500,1200,15.3,7177,30
7109,SUNY College at Old Westbury,NY,1,*,*,*,*,*,*,*,*,*,*,1358,1328,370,2992,1202,2150,5750,4420,2990,1430,248,660,*,25.3,6288,22
9554,SUNY at Buffalo,NY,1,572,480,1052,*,550,650,450,550,*,*,15039,9649,3087,13963,3124,2650,6550,4731,4731,*,424,708,957,13.6,11177,56
10097,CUNY- Medgar Evers College,NY,1,340,320,660,*,280,370,260,360,*,*,1289,1289,644,2343,2640,2100,2600,*,*,*,70,500,2700,16.5,6324,36
10286,SUNY Empire State College,NY,1,*,*,*,*,*,*,*,*,*,*,2036,*,1725,1596,4333,2650,6550,*,*,*,95,600,1650,15.1,8301,*
20662,New School for Social Research,NY,2,537,552,1089,*,*,*,*,*,*,*,1914,1190,634,2609,1482,14710,14710,8020,5520,2500,150,1300,1080,10.2,13578,59
